symbol,trade_date,lastest_price,ths_option_code_option,ths_underlying_code_option,ths_maturity_date_option,option_type,strike_price,underlying_price,trading_days_left,tenor_bucket,T,call_price,put_price,F,log_moneyness,moneyness_bucket,standardised_residual,daily_mispricing_signal
HO2404-C-2050.CFE,2024-03-13,375.4,HO2404-C-2050,000016.SH,20240419,C,2050.0,2427.1194,25,ST,0.1033057851239669,375.4,0.9,2425.51065511696,-0.168202288500068,DPW,2.074451048734506,0.0820323023827688
HO2404-C-2075.CFE,2024-03-13,350.6,HO2404-C-2075,000016.SH,20240419,C,2075.0,2427.1194,25,ST,0.1033057851239669,350.6,0.9,2425.51065511696,-0.1560809279677232,DPW,0.9265371687236827,-0.4922957720264705
HO2404-C-2125.CFE,2024-03-13,301.0,HO2404-C-2125,000016.SH,20240419,C,2125.0,2427.1194,25,ST,0.1033057851239669,301.0,1.5,2425.51065511696,-0.1322702792740047,PW,-2.183942642849256,-1.1416513547533371
HO2404-P-2125.CFE,2024-03-13,1.5,HO2404-P-2125,000016.SH,20240419,P,2125.0,2427.1194,25,ST,0.1033057851239669,301.0,1.5,2425.51065511696,-0.1322702792740047,PW,-2.183942642849256,
HO2404-C-2150.CFE,2024-03-13,276.5,HO2404-C-2150,000016.SH,20240419,C,2150.0,2427.1194,25,ST,0.1033057851239669,276.5,1.7000000000000002,2425.51065511696,-0.1205742395108133,PW,-1.443441803243817,-0.2824334795116542
HO2404-P-2150.CFE,2024-03-13,1.7000000000000002,HO2404-P-2150,000016.SH,20240419,P,2150.0,2427.1194,25,ST,0.1033057851239669,276.5,1.7000000000000002,2425.51065511696,-0.1205742395108133,PW,-1.443441803243817,-0.6209530672985061
HO2405-C-2150.CFE,2024-03-13,284.20000000000005,HO2405-C-2150,000016.SH,20240517,C,2150.0,2427.1194,42,MT,0.1735537190082644,284.20000000000005,3.4000000000000004,2432.04505367132,-0.1232646471510298,PW,0.9373311340381548,0.2671051230902803
HO2405-P-2150.CFE,2024-03-13,3.4000000000000004,HO2405-P-2150,000016.SH,20240517,P,2150.0,2427.1194,42,MT,0.1735537190082644,284.20000000000005,3.4000000000000004,2432.04505367132,-0.1232646471510298,PW,0.9373311340381548,0.2671051230902803
HO2404-C-2175.CFE,2024-03-13,251.9,HO2404-C-2175,000016.SH,20240419,C,2175.0,2427.1194,25,ST,0.1033057851239669,251.9,,2425.51065511696,-0.1090134171097374,PW,-2.506884397937671,-1.658450307156255
HO2405-C-2175.CFE,2024-03-13,260.4,HO2405-C-2175,000016.SH,20240517,C,2175.0,2427.1194,42,MT,0.1735537190082644,260.4,4.5,2432.04505367132,-0.1117038247499539,PW,-0.0998027057812462,-0.2242683590934915
HO2405-P-2175.CFE,2024-03-13,4.5,HO2405-P-2175,000016.SH,20240517,P,2175.0,2427.1194,42,MT,0.1735537190082644,260.4,4.5,2432.04505367132,-0.1117038247499539,PW,-0.0998027057812462,-0.2242683590934915
HO2404-C-2200.CFE,2024-03-13,227.9,HO2404-C-2200,000016.SH,20240419,C,2200.0,2427.1194,25,ST,0.1033057851239669,227.9,3.0,2425.5106551169592,-0.0975847212861143,PW,-0.6593563818292983,0.0283426154889352
HO2404-P-2200.CFE,2024-03-13,3.0,HO2404-P-2200,000016.SH,20240419,P,2200.0,2427.1194,25,ST,0.1033057851239669,227.9,3.0,2425.5106551169592,-0.0975847212861143,PW,-0.6593563818292983,-0.0709222834128456
HO2405-C-2200.CFE,2024-03-13,237.0,HO2405-C-2200,000016.SH,20240517,C,2200.0,2427.1194,42,MT,0.1735537190082644,237.0,6.1,2432.04505367132,-0.1002751289263311,PW,-0.8354917455135121,-0.0442290996422628
HO2405-P-2200.CFE,2024-03-13,6.1,HO2405-P-2200,000016.SH,20240517,P,2200.0,2427.1194,42,MT,0.1735537190082644,237.0,6.1,2432.04505367132,-0.1002751289263311,PW,-0.8354917455135121,-0.0442290996422628
HO2404-C-2225.CFE,2024-03-13,203.6,HO2404-C-2225,000016.SH,20240419,C,2225.0,2427.1194,25,ST,0.1033057851239669,203.6,3.8,2425.51065511696,-0.0862851660321812,PW,-2.0957901092808147,-0.9466178624530184
HO2404-P-2225.CFE,2024-03-13,3.8,HO2404-P-2225,000016.SH,20240419,P,2225.0,2427.1194,25,ST,0.1033057851239669,203.6,3.8,2425.51065511696,-0.0862851660321812,PW,-2.0957901092808147,-0.9466178624530184
HO2405-C-2225.CFE,2024-03-13,214.5,HO2405-C-2225,000016.SH,20240517,C,2225.0,2427.1194,42,MT,0.1735537190082644,214.5,8.3,2432.04505367132,-0.0889755736723977,PW,-0.3402656888492406,-0.1195506150380784
HO2405-P-2225.CFE,2024-03-13,8.3,HO2405-P-2225,000016.SH,20240517,P,2225.0,2427.1194,42,MT,0.1735537190082644,214.5,8.3,2432.04505367132,-0.0889755736723977,PW,-0.3402656888492406,-0.1869822607113645
HO2404-C-2250.CFE,2024-03-13,180.4,HO2404-C-2250,000016.SH,20240419,C,2250.0,2427.1194,25,ST,0.1033057851239669,180.4,5.300000000000001,2425.51065511696,-0.075111865434056,PW,-0.2553351122510635,0.0327024710994442
HO2404-P-2250.CFE,2024-03-13,5.300000000000001,HO2404-P-2250,000016.SH,20240419,P,2250.0,2427.1194,25,ST,0.1033057851239669,180.4,5.300000000000001,2425.51065511696,-0.075111865434056,PW,-0.2553351122510635,0.0327024710994442
HO2405-C-2250.CFE,2024-03-13,192.6,HO2405-C-2250,000016.SH,20240517,C,2250.0,2427.1194,42,MT,0.1735537190082644,192.6,11.4,2432.04505367132,-0.0778022730742725,PW,-0.0944318284113448,0.1839038914266958
HO2405-P-2250.CFE,2024-03-13,11.4,HO2405-P-2250,000016.SH,20240517,P,2250.0,2427.1194,42,MT,0.1735537190082644,192.6,11.4,2432.04505367132,-0.0778022730742725,PW,-0.0944318284113448,0.1839038914266958
HO2404-C-2275.CFE,2024-03-13,157.5,HO2404-C-2275,000016.SH,20240419,C,2275.0,2427.1194,25,ST,0.1033057851239669,157.5,7.6,2425.51065511696,-0.0640620292474711,PW,0.0946724608262655,0.2880558094066147
HO2404-P-2275.CFE,2024-03-13,7.6,HO2404-P-2275,000016.SH,20240419,P,2275.0,2427.1194,25,ST,0.1033057851239669,157.5,7.6,2425.51065511696,-0.0640620292474711,PW,0.0946724608262655,0.2880558094066147
HO2405-C-2275.CFE,2024-03-13,171.5,HO2405-C-2275,000016.SH,20240517,C,2275.0,2427.1194,42,MT,0.1735537190082644,171.5,15.2,2432.04505367132,-0.0667524368876875,PW,0.1057208306704015,0.2822135800645327
HO2405-P-2275.CFE,2024-03-13,15.2,HO2405-P-2275,000016.SH,20240517,P,2275.0,2427.1194,42,MT,0.1735537190082644,171.5,15.2,2432.04505367132,-0.0667524368876875,PW,0.1057208306704015,0.2822135800645327
HO2404-C-2300.CFE,2024-03-13,135.9,HO2404-C-2300,000016.SH,20240419,C,2300.0,2427.1194,25,ST,0.1033057851239669,135.9,10.7,2425.51065511696,-0.0531329587152808,PW,1.489275372572024,0.493579945943742
HO2404-P-2300.CFE,2024-03-13,10.7,HO2404-P-2300,000016.SH,20240419,P,2300.0,2427.1194,25,ST,0.1033057851239669,135.9,10.7,2425.51065511696,-0.0531329587152808,PW,1.489275372572024,0.493579945943742
HO2405-C-2300.CFE,2024-03-13,151.2,HO2405-C-2300,000016.SH,20240517,C,2300.0,2427.1194,42,MT,0.1735537190082644,151.2,19.7,2432.0450536713206,-0.0558233663554974,PW,0.0260131681006892,0.0927124981786028
HO2405-P-2300.CFE,2024-03-13,19.7,HO2405-P-2300,000016.SH,20240517,P,2300.0,2427.1194,42,MT,0.1735537190082644,151.2,19.7,2432.0450536713206,-0.0558233663554974,PW,0.0260131681006892,0.0927124981786028
HO2404-C-2325.CFE,2024-03-13,114.7,HO2404-C-2325,000016.SH,20240419,C,2325.0,2427.1194,25,ST,0.1033057851239669,114.7,14.6,2425.5106551169592,-0.0423220426110648,ATM,0.8701087992739147,0.4661109837207478
HO2404-P-2325.CFE,2024-03-13,14.6,HO2404-P-2325,000016.SH,20240419,P,2325.0,2427.1194,25,ST,0.1033057851239669,114.7,14.6,2425.5106551169592,-0.0423220426110648,ATM,0.8701087992739147,0.4661109837207478
HO2405-C-2325.CFE,2024-03-13,132.1,HO2405-C-2325,000016.SH,20240517,C,2325.0,2427.1194,42,MT,0.1735537190082644,132.1,25.700000000000003,2432.04505367132,-0.0450124502512817,ATM,0.0951052533325287,0.0222148800553232
HO2405-P-2325.CFE,2024-03-13,25.700000000000003,HO2405-P-2325,000016.SH,20240517,P,2325.0,2427.1194,42,MT,0.1735537190082644,132.1,25.700000000000003,2432.04505367132,-0.0450124502512817,ATM,0.0951052533325287,0.0222148800553232
HO2404-C-2350.CFE,2024-03-13,95.4,HO2404-C-2350,000016.SH,20240419,C,2350.0,2427.1194,25,ST,0.1033057851239669,95.4,19.9,2425.51065511696,-0.0316267534943172,ATM,1.1060309989282864,0.4218304926814316
HO2404-P-2350.CFE,2024-03-13,19.9,HO2404-P-2350,000016.SH,20240419,P,2350.0,2427.1194,25,ST,0.1033057851239669,95.4,19.9,2425.51065511696,-0.0316267534943172,ATM,1.1060309989282864,0.4218304926814316
HO2405-C-2350.CFE,2024-03-13,114.3,HO2405-C-2350,000016.SH,20240517,C,2350.0,2427.1194,42,MT,0.1735537190082644,114.3,32.7,2432.04505367132,-0.0343171611345337,ATM,0.1862573592622325,0.2154204656144921
HO2405-P-2350.CFE,2024-03-13,32.7,HO2405-P-2350,000016.SH,20240517,P,2350.0,2427.1194,42,MT,0.1735537190082644,114.3,32.7,2432.04505367132,-0.0343171611345337,ATM,0.1862573592622325,0.2154204656144921
HO2404-C-2375.CFE,2024-03-13,77.8,HO2404-C-2375,000016.SH,20240419,C,2375.0,2427.1194,25,ST,0.1033057851239669,77.8,27.200000000000003,2425.51065511696,-0.0210446441637803,ATM,1.0172351449056685,0.4506513382020493
HO2404-P-2375.CFE,2024-03-13,27.200000000000003,HO2404-P-2375,000016.SH,20240419,P,2375.0,2427.1194,25,ST,0.1033057851239669,77.8,27.200000000000003,2425.51065511696,-0.0210446441637803,ATM,1.0172351449056685,0.4506513382020493
HO2405-C-2375.CFE,2024-03-13,98.1,HO2405-C-2375,000016.SH,20240517,C,2375.0,2427.1194,42,MT,0.1735537190082644,98.1,41.3,2432.04505367132,-0.0237350518039967,ATM,0.4773315599232288,0.3158819311822317
HO2405-P-2375.CFE,2024-03-13,41.3,HO2405-P-2375,000016.SH,20240517,P,2375.0,2427.1194,42,MT,0.1735537190082644,98.1,41.3,2432.04505367132,-0.0237350518039967,ATM,0.4773315599232288,0.3158819311822317
HO2404-C-2400.CFE,2024-03-13,62.2,HO2404-C-2400,000016.SH,20240419,C,2400.0,2427.1194,25,ST,0.1033057851239669,62.2,36.8,2425.51065511696,-0.0105733442964848,ATM,0.7277851503337472,0.7081120487956399
HO2404-P-2400.CFE,2024-03-13,36.8,HO2404-P-2400,000016.SH,20240419,P,2400.0,2427.1194,25,ST,0.1033057851239669,62.2,36.8,2425.51065511696,-0.0105733442964848,ATM,0.7277851503337472,0.7081120487956399
HO2405-C-2400.CFE,2024-03-13,83.1,HO2405-C-2400,000016.SH,20240517,C,2400.0,2427.1194,42,MT,0.1735537190082644,83.1,51.400000000000006,2432.04505367132,-0.0132637519367013,ATM,0.3387572525127184,0.3763378004386457
HO2405-P-2400.CFE,2024-03-13,51.400000000000006,HO2405-P-2400,000016.SH,20240517,P,2400.0,2427.1194,42,MT,0.1735537190082644,83.1,51.400000000000006,2432.04505367132,-0.0132637519367013,ATM,0.3387572525127184,0.3763378004386457
HO2404-C-2425.CFE,2024-03-13,48.6,HO2404-C-2425,000016.SH,20240419,C,2425.0,2427.1194,25,ST,0.1033057851239669,48.6,48.4,2425.51065511696,-0.0002105572609383,ATM,0.0401921293162759,0.1561001556522763
HO2404-P-2425.CFE,2024-03-13,48.4,HO2404-P-2425,000016.SH,20240419,P,2425.0,2427.1194,25,ST,0.1033057851239669,48.6,48.4,2425.51065511696,-0.0002105572609383,ATM,0.0401921293162759,0.1561001556522763
HO2405-C-2425.CFE,2024-03-13,69.9,HO2405-C-2425,000016.SH,20240517,C,2425.0,2427.1194,42,MT,0.1735537190082644,69.9,63.0,2432.04505367132,-0.0029009649011548,ATM,0.4164990300200187,0.1895579559450281
HO2405-P-2425.CFE,2024-03-13,63.0,HO2405-P-2425,000016.SH,20240517,P,2425.0,2427.1194,42,MT,0.1735537190082644,69.9,63.0,2432.04505367132,-0.0029009649011548,ATM,0.4164990300200187,0.1895579559450281
HO2404-C-2450.CFE,2024-03-13,37.6,HO2404-C-2450,000016.SH,20240419,C,2450.0,2427.1194,25,ST,0.1033057851239669,37.6,62.3,2425.5106551169592,0.0100459429062511,ATM,-0.1737581156386868,-0.0911861911159608
HO2404-P-2450.CFE,2024-03-13,62.3,HO2404-P-2450,000016.SH,20240419,P,2450.0,2427.1194,25,ST,0.1033057851239669,37.6,62.3,2425.5106551169592,0.0100459429062511,ATM,-0.1737581156386868,-0.0911861911159608
HO2405-C-2450.CFE,2024-03-13,58.2,HO2405-C-2450,000016.SH,20240517,C,2450.0,2427.1194,42,MT,0.1735537190082644,58.2,76.19999999999999,2432.04505367132,0.0073555352660342,ATM,0.3460049797812225,0.135373039487051
HO2405-P-2450.CFE,2024-03-13,76.19999999999999,HO2405-P-2450,000016.SH,20240517,P,2450.0,2427.1194,42,MT,0.1735537190082644,58.2,76.19999999999999,2432.04505367132,0.0073555352660342,ATM,0.3460049797812225,0.135373039487051
HO2404-C-2475.CFE,2024-03-13,28.7,HO2404-C-2475,000016.SH,20240419,C,2475.0,2427.1194,25,ST,0.1033057851239669,28.7,78.0,2425.51065511696,0.0201983143702688,ATM,-0.448752070418336,-0.1422917720289638
HO2404-P-2475.CFE,2024-03-13,78.0,HO2404-P-2475,000016.SH,20240419,P,2475.0,2427.1194,25,ST,0.1033057851239669,28.7,78.0,2425.51065511696,0.0201983143702688,ATM,-0.448752070418336,-0.1422917720289638
HO2405-C-2475.CFE,2024-03-13,47.8,HO2405-C-2475,000016.SH,20240517,C,2475.0,2427.1194,42,MT,0.1735537190082644,47.8,90.8,2432.04505367132,0.0175079067300521,ATM,-0.0515840967541542,-0.019473718508527
HO2405-P-2475.CFE,2024-03-13,90.8,HO2405-P-2475,000016.SH,20240517,P,2475.0,2427.1194,42,MT,0.1735537190082644,47.8,90.8,2432.04505367132,0.0175079067300521,ATM,-0.0515840967541542,-0.019473718508527
HO2404-C-2500.CFE,2024-03-13,22.3,HO2404-C-2500,000016.SH,20240419,C,2500.0,2427.1194,25,ST,0.1033057851239669,22.3,96.3,2425.51065511696,0.0302486502237701,ATM,0.3168316105582682,0.2402708018004486
HO2404-P-2500.CFE,2024-03-13,96.3,HO2404-P-2500,000016.SH,20240419,P,2500.0,2427.1194,25,ST,0.1033057851239669,22.3,96.3,2425.51065511696,0.0302486502237701,ATM,0.3168316105582682,0.2402708018004486
HO2405-C-2500.CFE,2024-03-13,39.1,HO2405-C-2500,000016.SH,20240517,C,2500.0,2427.1194,42,MT,0.1735537190082644,39.1,107.0,2432.04505367132,0.0275582425835537,ATM,-0.215216184940905,-0.0751315441537005
HO2405-P-2500.CFE,2024-03-13,107.0,HO2405-P-2500,000016.SH,20240517,P,2500.0,2427.1194,42,MT,0.1735537190082644,39.1,107.0,2432.04505367132,0.0275582425835537,ATM,-0.215216184940905,-0.0751315441537005
HO2404-C-2550.CFE,2024-03-13,12.2,HO2404-C-2550,000016.SH,20240419,C,2550.0,2427.1194,25,ST,0.1033057851239669,12.2,136.3,2425.51065511696,0.0500512775199499,CW,-1.206396869303134,-0.8403256964683017
HO2404-P-2550.CFE,2024-03-13,136.3,HO2404-P-2550,000016.SH,20240419,P,2550.0,2427.1194,25,ST,0.1033057851239669,12.2,136.3,2425.51065511696,0.0500512775199499,CW,-1.206396869303134,-0.8403256964683017
HO2405-C-2550.CFE,2024-03-13,25.9,HO2405-C-2550,000016.SH,20240517,C,2550.0,2427.1194,42,MT,0.1735537190082644,25.9,143.2,2432.04505367132,0.0473608698797335,ATM,-0.1848098985149542,0.0404103815465821
HO2405-P-2550.CFE,2024-03-13,143.2,HO2405-P-2550,000016.SH,20240517,P,2550.0,2427.1194,42,MT,0.1735537190082644,25.9,143.2,2432.04505367132,0.0473608698797335,ATM,-0.1848098985149542,0.0404103815465821
HO2404-C-2600.CFE,2024-03-13,7.1,HO2404-C-2600,000016.SH,20240419,C,2600.0,2427.1194,25,ST,0.1033057851239669,7.1,181.1,2425.51065511696,0.0694693633770515,CW,-0.7556447908911554,0.1932076165329036
HO2404-P-2600.CFE,2024-03-13,181.1,HO2404-P-2600,000016.SH,20240419,P,2600.0,2427.1194,25,ST,0.1033057851239669,7.1,181.1,2425.51065511696,0.0694693633770515,CW,-0.7556447908911554,0.1932076165329036
HO2405-C-2600.CFE,2024-03-13,17.0,HO2405-C-2600,000016.SH,20240517,C,2600.0,2427.1194,42,MT,0.1735537190082644,17.0,183.9,2432.04505367132,0.0667789557368349,CW,0.0931639093700442,-0.1612137928026095
HO2405-P-2600.CFE,2024-03-13,183.9,HO2405-P-2600,000016.SH,20240517,P,2600.0,2427.1194,42,MT,0.1735537190082644,17.0,183.9,2432.04505367132,0.0667789557368349,CW,0.0931639093700442,-0.1612137928026095
HO2404-C-2650.CFE,2024-03-13,4.2,HO2404-C-2650,000016.SH,20240419,C,2650.0,2427.1194,25,ST,0.1033057851239669,4.2,228.1,2425.51065511696,0.0885175583477459,CW,-0.3634535356244426,-0.2180195261998941
HO2404-P-2650.CFE,2024-03-13,228.1,HO2404-P-2650,000016.SH,20240419,P,2650.0,2427.1194,25,ST,0.1033057851239669,4.2,228.1,2425.51065511696,0.0885175583477459,CW,-0.3634535356244426,-0.2180195261998941
HO2405-C-2650.CFE,2024-03-13,10.6,HO2405-C-2650,000016.SH,20240517,C,2650.0,2427.1194,42,MT,0.1735537190082644,10.6,227.6,2432.04505367132,0.0858271507075294,CW,-0.5980104327571093,-0.0671910824467302
HO2405-P-2650.CFE,2024-03-13,227.6,HO2405-P-2650,000016.SH,20240517,P,2650.0,2427.1194,42,MT,0.1735537190082644,10.6,227.6,2432.04505367132,0.0858271507075294,CW,-0.5980104327571093,-0.0671910824467302
HO2404-C-2700.CFE,2024-03-13,2.8,HO2404-C-2700,000016.SH,20240419,C,2700.0,2427.1194,25,ST,0.1033057851239669,2.8,276.79999999999995,2425.51065511696,0.1072096913598986,CW,1.6418915247100003,0.9386709493611768
HO2404-P-2700.CFE,2024-03-13,276.79999999999995,HO2404-P-2700,000016.SH,20240419,P,2700.0,2427.1194,25,ST,0.1033057851239669,2.8,276.79999999999995,2425.51065511696,0.1072096913598986,CW,1.6418915247100003,0.9386709493611768
HO2405-C-2700.CFE,2024-03-13,7.1,HO2405-C-2700,000016.SH,20240517,C,2700.0,2427.1194,42,MT,0.1735537190082644,7.1,273.9,2432.04505367132,0.104519283719682,CW,0.5677465980667203,0.3549057748158444
HO2405-P-2700.CFE,2024-03-13,273.9,HO2405-P-2700,000016.SH,20240517,P,2700.0,2427.1194,42,MT,0.1735537190082644,7.1,273.9,2432.04505367132,0.104519283719682,CW,0.5677465980667203,0.3549057748158444
HO2406-C-1950.CFE,2024-03-14,459.4,HO2406-C-1950,000016.SH,20240621,C,1950.0,2419.4364,65,LT,0.268595041322314,459.4,,2410.602411215688,-0.212047306851359,DPW,1.63982905039198,0.7990716369275359
HO2404-C-2000.CFE,2024-03-14,421.3,HO2404-C-2000,000016.SH,20240419,C,2000.0,2419.4364,24,ST,0.0991735537190082,421.3,,2421.980818191525,-0.1914385447177621,DPW,-1.56945679515377,
HO2406-C-2000.CFE,2024-03-14,410.6,HO2406-C-2000,000016.SH,20240621,C,2000.0,2419.4364,65,LT,0.268595041322314,410.6,2.8,2410.602411215688,-0.1867294988670692,DPW,-0.7243173310993273,0.2868405647427287
HO2406-P-2000.CFE,2024-03-14,2.8,HO2406-P-2000,000016.SH,20240621,P,2000.0,2419.4364,65,LT,0.268595041322314,410.6,2.8,2410.602411215688,-0.1867294988670692,DPW,-0.7243173310993273,0.178955273063707
HO2404-C-2050.CFE,2024-03-14,371.5,HO2404-C-2050,000016.SH,20240419,C,2050.0,2419.4364,24,ST,0.0991735537190082,371.5,,2421.980818191525,-0.1667459321273906,DPW,-2.291661101624608,
HO2406-C-2050.CFE,2024-03-14,362.8,HO2406-C-2050,000016.SH,20240621,C,2050.0,2419.4364,65,LT,0.268595041322314,362.8,4.1,2410.602411215688,-0.1620368862766977,DPW,-0.2376593789590324,-0.9350269635342467
HO2406-P-2050.CFE,2024-03-14,4.1,HO2406-P-2050,000016.SH,20240621,P,2050.0,2419.4364,65,LT,0.268595041322314,362.8,4.1,2410.602411215688,-0.1620368862766977,DPW,-0.2376593789590324,-0.9350269635342467
HO2404-C-2075.CFE,2024-03-14,346.7,HO2404-C-2075,000016.SH,20240419,C,2075.0,2419.4364,24,ST,0.0991735537190082,346.7,0.8,2421.980818191525,-0.1546245715950458,DPW,-0.5193058948342903,0.1862371072456083
HO2404-P-2075.CFE,2024-03-14,0.8,HO2404-P-2075,000016.SH,20240419,P,2075.0,2419.4364,24,ST,0.0991735537190082,346.7,0.8,2421.980818191525,-0.1546245715950458,DPW,-0.5193058948342903,0.1862371072456083
HO2404-C-2100.CFE,2024-03-14,322.0,HO2404-C-2100,000016.SH,20240419,C,2100.0,2419.4364,24,ST,0.0991735537190082,322.0,1.0,2421.980818191525,-0.1426483805483301,PW,1.1550921952978697,-0.3540086893744495
HO2404-P-2100.CFE,2024-03-14,1.0,HO2404-P-2100,000016.SH,20240419,P,2100.0,2419.4364,24,ST,0.0991735537190082,322.0,1.0,2421.980818191525,-0.1426483805483301,PW,1.1550921952978697,-0.3540086893744495
HO2404-C-2125.CFE,2024-03-14,297.4,HO2404-C-2125,000016.SH,20240419,C,2125.0,2419.4364,24,ST,0.0991735537190082,297.4,1.2,2421.980818191525,-0.1308139229013273,PW,1.9594185900848884,0.4140475669209765
HO2404-P-2125.CFE,2024-03-14,1.2,HO2404-P-2125,000016.SH,20240419,P,2125.0,2419.4364,24,ST,0.0991735537190082,297.4,1.2,2421.980818191525,-0.1308139229013273,PW,1.9594185900848884,0.4140475669209765
HO2404-C-2150.CFE,2024-03-14,272.7,HO2404-C-2150,000016.SH,20240419,C,2150.0,2419.4364,24,ST,0.0991735537190082,272.7,,2421.980818191525,-0.119117883138136,PW,-0.6950668776727645,-0.2843869346880336
HO2405-C-2150.CFE,2024-03-14,276.2,HO2405-C-2150,000016.SH,20240517,C,2150.0,2419.4364,41,MT,0.1694214876033057,276.2,3.4000000000000004,2424.475541874649,-0.1201473874679479,PW,-1.1744172937659894,0.4424541500908047
HO2405-P-2150.CFE,2024-03-14,3.4000000000000004,HO2405-P-2150,000016.SH,20240517,P,2150.0,2419.4364,41,MT,0.1694214876033057,276.2,3.4000000000000004,2424.475541874649,-0.1201473874679479,PW,-1.1744172937659894,0.4424541500908047
HO2404-C-2175.CFE,2024-03-14,248.5,HO2404-C-2175,000016.SH,20240419,C,2175.0,2419.4364,24,ST,0.0991735537190082,248.5,2.3,2421.980818191525,-0.1075570607370599,PW,0.8170993621415282,-0.1674219046451551
HO2404-P-2175.CFE,2024-03-14,2.3,HO2404-P-2175,000016.SH,20240419,P,2175.0,2419.4364,24,ST,0.0991735537190082,248.5,2.3,2421.980818191525,-0.1075570607370599,PW,0.8170993621415282,-0.1674219046451551
HO2405-C-2175.CFE,2024-03-14,252.7,HO2405-C-2175,000016.SH,20240517,C,2175.0,2419.4364,41,MT,0.1694214876033057,252.7,4.5,2424.475541874649,-0.1085865650668719,PW,-0.5242795855761606,-0.3220811999332663
HO2405-P-2175.CFE,2024-03-14,4.5,HO2405-P-2175,000016.SH,20240517,P,2175.0,2419.4364,41,MT,0.1694214876033057,252.7,4.5,2424.475541874649,-0.1085865650668719,PW,-0.5242795855761606,-0.3220811999332663
HO2405-C-2200.CFE,2024-03-14,229.8,HO2405-C-2200,000016.SH,20240517,C,2200.0,2419.4364,41,MT,0.1694214876033057,229.8,6.2,2424.475541874649,-0.0971578692432491,PW,0.2915951035555078,-0.2678044668882539
HO2405-P-2200.CFE,2024-03-14,6.2,HO2405-P-2200,000016.SH,20240517,P,2200.0,2419.4364,41,MT,0.1694214876033057,229.8,6.2,2424.475541874649,-0.0971578692432491,PW,0.2915951035555078,-0.2678044668882539
HO2406-C-2200.CFE,2024-03-14,226.2,HO2406-C-2200,000016.SH,20240621,C,2200.0,2419.4364,65,LT,0.268595041322314,226.2,16.9,2410.602411215688,-0.0914193190627442,PW,-1.0833419768715222,-0.1648721417822542
HO2406-P-2200.CFE,2024-03-14,16.9,HO2406-P-2200,000016.SH,20240621,P,2200.0,2419.4364,65,LT,0.268595041322314,226.2,16.9,2410.602411215688,-0.0914193190627442,PW,-1.0833419768715222,-0.1648721417822542
HO2404-C-2225.CFE,2024-03-14,200.4,HO2404-C-2225,000016.SH,20240419,C,2225.0,2419.4364,24,ST,0.0991735537190082,200.4,4.0,2421.980818191525,-0.0848288096595038,PW,-1.267223558329089,-0.7521938301611844
HO2404-P-2225.CFE,2024-03-14,4.0,HO2404-P-2225,000016.SH,20240419,P,2225.0,2419.4364,24,ST,0.0991735537190082,200.4,4.0,2421.980818191525,-0.0848288096595038,PW,-1.267223558329089,-0.7521938301611844
HO2405-C-2225.CFE,2024-03-14,207.3,HO2405-C-2225,000016.SH,20240517,C,2225.0,2419.4364,41,MT,0.1694214876033057,207.3,8.5,2424.475541874649,-0.0858583139893157,PW,0.1732961410118979,-0.3549791653763198
HO2405-P-2225.CFE,2024-03-14,8.5,HO2405-P-2225,000016.SH,20240517,P,2225.0,2419.4364,41,MT,0.1694214876033057,207.3,8.5,2424.475541874649,-0.0858583139893157,PW,0.1732961410118979,-0.3549791653763198
HO2405-C-2250.CFE,2024-03-14,185.6,HO2405-C-2250,000016.SH,20240517,C,2250.0,2419.4364,41,MT,0.1694214876033057,185.6,11.9,2424.475541874649,-0.0746850133911905,PW,0.2059701936305925,0.1575606970803683
HO2405-P-2250.CFE,2024-03-14,11.9,HO2405-P-2250,000016.SH,20240517,P,2250.0,2419.4364,41,MT,0.1694214876033057,185.6,11.9,2424.475541874649,-0.0746850133911905,PW,0.2059701936305925,0.1575606970803683
HO2406-C-2250.CFE,2024-03-14,185.6,HO2406-C-2250,000016.SH,20240621,C,2250.0,2419.4364,65,LT,0.268595041322314,185.6,26.3,2410.602411215688,-0.0689464632106857,PW,-0.7362381501359256,-0.0662711127097376
HO2406-P-2250.CFE,2024-03-14,26.3,HO2406-P-2250,000016.SH,20240621,P,2250.0,2419.4364,65,LT,0.268595041322314,185.6,26.3,2410.602411215688,-0.0689464632106857,PW,-0.7362381501359256,-0.0662711127097376
HO2404-C-2275.CFE,2024-03-14,154.7,HO2404-C-2275,000016.SH,20240419,C,2275.0,2419.4364,24,ST,0.0991735537190082,154.7,8.0,2421.980818191525,-0.0626056728747937,PW,-0.4536707028423749,-0.0835382743152719
HO2404-P-2275.CFE,2024-03-14,8.0,HO2404-P-2275,000016.SH,20240419,P,2275.0,2419.4364,24,ST,0.0991735537190082,154.7,8.0,2421.980818191525,-0.0626056728747937,PW,-0.4536707028423749,-0.0835382743152719
HO2405-C-2275.CFE,2024-03-14,164.8,HO2405-C-2275,000016.SH,20240517,C,2275.0,2419.4364,41,MT,0.1694214876033057,164.8,16.0,2424.475541874649,-0.0636351772046055,PW,0.2214145997242091,0.0878205804642452
HO2405-P-2275.CFE,2024-03-14,16.0,HO2405-P-2275,000016.SH,20240517,P,2275.0,2419.4364,41,MT,0.1694214876033057,164.8,16.0,2424.475541874649,-0.0636351772046055,PW,0.2214145997242091,0.0878205804642452
